105,完全に解析することは{トウテイ}不可能である。,到底
106,社会的弱者のための税制優遇{ソチ}を実施する。,措置
107,サンプルを{チュウシュツ}して調査する。,抽出
108,科学への盲信がもたらす{ヘイガイ}に気付いた。,弊害
109,省略や{ヒヤク}の多い文章は読みにくい。,飛躍
110,税務局から情報提供が{ヨウセイ}されている。,要請
111,深呼吸は精神の{キンチョウ}をほぐす効果がある。,緊張
112,迷信が科学への目覚めを{ソシ}している。,阻止
113,解決への手がかりが全くなくて{トホウ}に暮れる。,途方
114,議事を{エンカツ}に進めることに気を配る。,円滑
115,過去の研究成果が{ホウカツ}的に示される。,包括
116,順を追って{テイネイ}に事情を説明する。,丁寧
117,人間の技術は自然を{モホウ}していると言われる。,模倣
118,外来文化を{セッシュ}して国内産業を育成する。,摂取
119,新人賞受賞後の作品は{ボンヨウ}なものばかりだ。,凡庸
120,無常{ジンソク}な時の移ろいを実感する。,迅速
121,大勢の聴衆を前に得意の歌を{ヒロウ}する。,披露
122,その相関関係には科学的{コンキョ}がない。,根拠
123,言葉の{ショウヘキ}を乗り越えて友達になる。,障壁
124,猛勉強をして知識量で他人を{アットウ}する。,圧倒
125,科学者が環境問題について{ケイショウ}を鳴らす。,警鐘
126,新しい思想の生まれる可能性は{カイム}に等しい。,皆無
127,「花といえば桜」という{アンモク}の了解がある。,暗黙
128,想像力を働かせて{カクウ}の物語を創出する。,架空
129,真夏の太陽が大地を{ヨウシャ}なく照りつける。,容赦
130,社会が強固なイデオロギーに{ソクバク}される。,束縛
131,作者の心情が一言に{ギョウシュク}されている。,凝縮
132,茶の湯は最も{センレン}された芸術の一つだ。,洗練
133,罪と官憲の恩を明るみに出して{キュウダン}した。,糾弾
134,{ダラク}した生活から立ち直ることが大切だ。,堕落
135,人間の知に関する{タクエツ}した理論を構築した。,卓越
136,社会は対立と{ダキョウ}を繰り返して発展する。,妥協
137,美術館で世界の名画を{カンショウ}する。,鑑賞
138,明治の文学者は言文一致を{モサク}していた。,模索
139,水素からヘリウムへの核{ユウゴウ}反応が起こる。,融合
140,一族の{ケイフ}をたどると革命家につらなる。,系譜
141,日本に{クンリン}してきた財閥を解体する。,君臨
142,常に何かをしていないと不安に{オチイル}。,陥る
143,行事の宗教的意味付けが{キハク}になった。,希薄
144,混迷の時代を{ショウチョウ}する出来事が起こる。,象徴
145,作品の主題の変化は、作者の心の{キセキ}である。,軌跡
146,新しいものには常に{ケイカイ}の目を向ける。,警戒
147,理論を{ジッセン}に移す環境がようやく整った。,実践
148,夏の高温多湿の気候には{ガマン}がならない。,我慢
149,受験会場にただならぬ緊張感が{タダヨ}っている。,漂う
150,国家の体制があっという間に{クズレ}去った。,崩れ
151,経済活動の量から質への転換が{ソクシン}される。,促進
152,紛争地の人道危機を{カンカ}することはできない。,看過
153,問題の{カクシン}を私なりに読み解いた。,核心
154,言語{バイタイ}を用いて情報を世界に拡散させる。,媒体
155,古典にはくめども尽きぬ{ミリョク}がある。,魅力
156,多くの人は{ケンメイ}に毎日を送っている。,懸命
157,あの人から受けた恩は{ショウガイ}忘れられない。,生涯
158,思索をする上で先入観が{ジャマ}になる。,邪魔
159,自学自習の場として図書館を{スイショウ}する。,推奨
160,彼女の持ち味が{イカン}なく発揮された役柄だ。,遺憾
161,あまりに{キョクタン}な例は参考にならない。,極端
162,人は損得{カンジョウ}のみで動くものではない。,勘定
163,南国では太陽の光が{ジュンタク}に降り注ぐ。,潤沢
164,歴史の解釈は、{イセイ}者の意向を強く反映する。,為政
165,世の中の悪に対して{カカン}に戦いを挑む。,勇敢
166,両者の間に{カイザイ}する障壁を除去する。,介在
167,事件を伝えるときにはつい{コチョウ}が混じる。,誇張
168,時のたつのも忘れて音楽に{トウスイ}する。,陶酔
169,目標の達成まで一週間の{ユウヨ}が与えられた。,猶予
170,役者はいつも{カンペキ}な演技を目指している。,完璧
171,幼児の{ジュンスイ}な気持ちは大切にしたい。,純粋
172,歌の{ボウトウ}から甘く切ない雰囲気が漂う。,冒頭
173,自分の考えに{コシュウ}して人の話を聞かない。,固執
174,微妙な違いを{シャショウ}して一般化する。,捨象
175,便利な電気製品が{モウレツ}な勢いで普及した。,猛烈
176,戦後の言語政策で方言は一気に{スイタイ}した。,衰退
177,私は今まさに人生の{ブンキ}点に立っている。,分岐
178,給与は毎日の労働に対する{ホウシュウ}である。,報酬
179,人間は言語という体系を{コウチク}した。,構築
180,教科書に{ジュンキョ}した問題集を解く。,準拠
181,世間の{ヘンケン}をはねかえして生きていく。,偏見
182,俗世から離れて哲学的{シサク}を楽しむ。,思索
183,責任を{テンカ}するのは恥ずべき行為だ。,転嫁
184,傾きかけた家業を立て直すことに{フシン}した。,腐心
185,モーツァルトの音楽が人々を{ミリョク}した。,魅了
186,過ぎた日々を回想し、{カンガイ}にふける。,感慨
187,粘り強い{コウショウ}によって譲歩を引き出した。,交渉
188,{トクメイ}性を利用したいたずらを防止する。,匿名
189,散歩をしていると{トウトツ}に考えが浮かぶ。,唐突
190,例外や幅のある解釈を許す{ユウズウ}性がある。,融通
191,用例を{タンネン}に集めて国語辞典を作る。,丹念
192,跳躍は{センカイ}とともに舞踊의主要な動きだ。,旋回
193,ある事実が{ガンイ}していることを考察する。,含意
194,実現可能性の限界が{ケンザイ}化してくる。,顕在
195,現代美術は社会から{カクセツ}した芸術ではない。,隔絶
196,あらゆる社会は{ケイヤク}で成り立っている。,契約
197,彼女は人混みに{マギ}れて姿を消してしまった。,紛
198,多くの{ケッカン}を修正して論文を仕上げる。,欠陥
199,仮設ではなく{コウジョウ}的な施設を建てる。,恒常
200,記号論の新たな{チョウリュウ}が生まれた。,潮流
201,学問には{チュウショウ}的な概念が重要である。,抽象
202,信頼関係を{ジョウセイ}するには、時間を要する。,醸成
203,熱のこもった議論の{オウシュウ}があった。,応酬
204,通説に対し{カイギ}的な視点を持つことが必要だ。,懐疑
205,調査のショウサイな{レポート}を提出する。,詳細
206,使節をハジュンし、条約の{ヒジュン}書を交換した。,批准
207,画中に神仙郷のイメージが{トウエイ}されている。,投影
208,SNSの{リュウセイ}は止まるところを知らない。,隆盛
209,いくつかの選択肢を比較{ケントウ}して決定する。,検討
210,今のところ彼の意見が最も{ダトウ}である。,妥当
211,読者の期待が作者の意図と{ショウトツ}する。,衝突
212,友人の言葉に{ショクハツ}されて創作を始めた。,触発
213,格差社会が{シンコク}な問題となっている。,深刻
214,陳腐な表現を組み合わせて平凡な文章を書く。,陳腐
215,{カヘイ}に換算できない価値を持つものもある。,貨幣
216,志望校合格が{シャテイ}内に入ってきた。,射程
217,ピアノの音色の{ビミョウ}な違いを聞き分ける。,微妙
218,入学試験を間近に{ヒカ}えて緊張してきた。,控
219,口承文学を{レンメン}と伝え受け継いできた。,連綿
220,自分の進むべき道筋が{メイリョウ}になった。,明瞭
221,{ユウチョウ}なことをしているゆとりはない。,悠長
222,誰にも言えなかったつらい胸の内を{トロ}する。,吐露
223,時の権力者が仏教の大衆への浸透を{サマタ}げた。,妨
224,{クウソ}な議論を続けても時間の無駄である。,空疎
225,住民の力で郷土の{カンキョウ}保全に努める。,環境
226,機械が更新されるたびに{ソウサ}を覚え直す。,操作
227,大成功に{コウフン}さめやらぬ様子だった。,興奮
228,細かい規則がたくさんあって{キュウクツ}だ。,窮屈
229,きちんと説明して住民に{ナットク}してもらう。,納得
230,職場のドウリョウと{ハイキング}に出かける。,同僚
231,念を入れて学生の文章を{テンサク}する。,添削
232,大きなミスをして落ち込む友達を{ナグサ}める。,慰
233,食糧増産により飢えの恐怖が{カンワ}された。,緩和
234,帝国主義者の植民地支配の{キト}を見抜く。,企図
235,{シンチョウ}な思考と行動が必要とされる。,慎重
236,私は先人の書から{ケイハツ}を受けている。,啓発
237,新たに{フニン}した土地にすぐになじんだ。,赴任
238,朝早く収穫した促成{サイバイ}の野菜を出荷する。,栽培
239,厭世的な思想の{キケツ}として出家する。,帰結
240,栄冠の{ダイショウ}に平穏な日々を失った。,代償
241,研究者は専門領域の中に{マイボツ}しがちである。,埋没
242,{テイタイ}している景気を回復することが急務だ。,停滞
243,{ゲンシュク}な雰囲気で、咳をするのも憚られる。,厳粛
244,民話にはその土地の生活が{コクイン}されている。,刻印
245,人間の不自然な支配が環境{ハカイ}をひき起こした。,破壊
246,森林を{バッサイ}して畑に変えてしまう。,伐採
247,あらゆる可能性に{ゲンキュウ}しつつ説明する。,言及
248,憂うべき学力低下の{チョウコウ}が出る。,徴候
249,既成概念にとらわれず{ジュウナン}に対応する。,柔軟
250,士気を{コブ}するための工夫をさまざまに凝らす。,鼓舞
251,悲しみの感情がますます{ゾウフク}される。,増幅
252,多くの宗教では偶像が{スウハイ}されている。,崇拝
253,食物{センイ}を摂取することは体に大切だ。,繊維
254,日々の{エイイ}の一つ一つをおろそかにしない。,営為
255,{エイビン}な感覚で時代の最先端を行く。,鋭敏
256,他者に対する行き届いた{ハイリョ}が要求される。,配慮
257,晩婚化が少子化に{ハクシャ}をかけている。,拍車
258,石油の使用を{ヨクセイ}すべき時にきている。,抑制
259,集中を高めると、作業の{コウリツ}がよくなる。,効率
260,人間の欲望が限りなく{ボウチョウ}し続ける。,膨張
261,たんなる悪い{ジョウダン}ではすまされない。,冗談
262,大手資本の横暴に対し、団結して{テイコウ}する。,抵抗
263,誤差のないように{セイミツ}に測定する。,精密
264,産業の{シンコウ}を図る政策を立案する。,振興
265,国家の安全{ホショウ}が最優先課題である。,保障
266,短歌の三十一文字に自分の思いを{タク}す。,託
267,読者の存在を{ネントウ}に置いて執筆する。,念頭
268,言語により意思の{ソツウ}が可能になった。,疎通
269,異論を差しはさむ{ヨチ}のない説得力がある。,余地
270,{カンリョウ}主導の政治を改めて民意を尊重する。,官僚
271,小鼓の複雑なリズムが{フンイキ}を盛り上げる。,雰囲気
272,一点を{ギョウシ}し続けて微動だにしない。,凝視
273,マルクスは資本主義の本質を{カンパ}した。,看破
274,相手からの申し出を即座に{ショウダク}する。,承諾
275,一部の有名俳優に出演{イライ}が殺到する。,依頼
276,思う存分活動するために{キョテン}を設ける。,拠点
277,{ヒサン}な事故を防ぐために努力を重ねる。,悲惨
278,巧みなデザインと色彩で客の{シンビ}眼に訴える。,審美
279,弱肉強食の世の中は、弱者には{カコク}である。,過酷
280,日本語には動詞から{ハセイ}した名詞が多い。,派生
281,最初から{ムボウ}な計画だと思っていた。,無謀
282,世界情勢の{チミツ}な分析を国王に進講する。,緻密
283,{キガ}の極限状況にかつて置かれた人の話を聞く。,飢餓
284,不動産を{タンポ}に銀行から融資を受ける。,担保
285,伝染病の拡大を防ぐために患者を{カクリ}する。,隔離
286,頂上に近づくと、道の{ケイシャ}は大きくなった。,傾斜
287,住職は寺宝の{ユイショ}について詳しく述べた。,由緒
288,私たちは国家存亡の{キロ}に立っている。,岐路
289,日付が変わった{トタン}、電話が鳴り響いた。,途端
290,ライバルと互いに{シゲキ}しあって向上する。,刺激
291,神は{ユイイツ}絶対的で他に比べるものがない。,唯一
292,古来、剛力の武将は{マイキョ}にいとまがない。,枚挙
293,関与する利害関係者を{モウラ}した名簿を作る。,網羅
294,退く方が{ケンメイ}だと考えられる場合もある。,賢明
295,さまざまな{ケネン}や妄想を頭の中から追い払う。,懸念
296,哲学書は{トウテツ}した論理で貫かれている。,透徹
297,マルチ商法や{ネットサギ}に対し警戒する。,詐欺
298,親しかった友といつのまにか{ソエン}になった。,疎遠
299,人々には、{キゾク}する社会に対する責任がある。,帰属
300,不合格の報を聞いてひどく{ラクタン}した。,落胆
301,両者間の対立は{ソショウ}に持ち込まれた。,訴訟
302,青春時代の一時期は太宰治に{ケイトウ}した。,傾倒
303,教師が生徒の自発的学習への{ショクバイ}となる。,触媒
304,{キソン}の言葉を使って新しい思想を語る。,既存
305,過ぎ去った青春への{キョウシュウ}を感じる。,郷愁
306,何気ない一言が問題解決の{タンショ}を開いた。,端緒
307,経済力を{コジ}するために高価な買い物をする。,誇示
308,利益第一の考え方が人間{ソガイ}をもたらす。,疎外
309,豚を食べるのを{キンキ}とする宗教がある。,禁忌
310,子どものころを思い出し、{カイコ}録を書く。,回顧
311,後継者が成長したので自分の地位を{ユズ}る。,譲
312,多くの科学的{チケン}を総合して解決にあたる。,知見
313,新しい政策が{コウハン}な支持を獲得した。,広範
314,戦後の日本はめざましい発展を{ト}げた。,遂
315,思い切りが悪く心が常に{ユ}れ動いている。,揺
316,打てば響くような{キンミツ}な連帯感があった。,緊密
317,世間の常識を{クツガエ}す十分な根拠を提出する。,覆
318,混迷した事態の{シュウシュウ}に努める。,収拾
319,日本には{ソヤ}な振る舞いを嫌う文化が育った。,粗野
320,研究上の{コウセキ}に対し賞が授与された。,功績
321,友を裏切ったという{カイコン}を一生忘れない。,悔恨
322,宮中恒例の{ギシキ}が厳かに執り行われる。,儀式
323,親の言動が子どもに{ジンダイ}な影響を与える。,甚大
324,因習を打ち破るには{カクゴ}と戦略が不可欠だ。,覚悟
325,いずれ両者が衝突することは{サ}けられない。,避
326,平家一族の{ハンエイ}を歴史書で調べる。,繁栄
327,情報を{シュシャ}選択して適切に判断する。,取捨
328,情状を酌量して{カンダイ}な判決を下す。,寛大
329,限りある資源を{ロウヒ}し続けてはならない。,浪費
330,神が人間の姿を借りて民衆の前に{ケンゲン}する。,顕現
331,何の{シショウ}もなく日常生活を営んでいる。,支障
332,近代科学の{センク}者たちの業績を称える。,先駆
333,産業廃棄物が山のように{タイセキ}されていく。,堆積
334,革命は価値観の{テンカン}による混乱を伴う。,転換
335,関係者全員に正しい情報を{シュウチ}する。,周知
336,経営にはトップの迅速な決断が{カンヨウ}である。,肝要
337,武士は{シンボウ}強く敵討ちの機会を待った。,辛抱
338,誤った常識がしばしば{エンヨウ}される。,援用
339,人の一生は{グウゼン}の出来事に左右される。,偶然
340,科学者たちが{チュウスウ}部において原動力となる。,中枢
341,社会の{コンカン}を揺るがす事件が起こった。,根幹
342,冬場は{カンソウ}するので火の元に注意する。,乾燥
343,彼の書く文章は{ジョウチョウ}でまとまりがない。,冗長
344,金融恐慌により国内経済が{ヘイエツ}する。,疲弊
345,人間は物質的に他者に{イソン}している。,依存
346,損得を{チョウエツ}した態度で事に臨む。,超越
347,対立する両国の間にも{カンショウ}地帯がある。,緩衝
348,祖父の{ショウゾウ}が客間に飾ってある。,肖像
349,{キョギ}の申し立てであることが発覚した。,虚偽
350,人の身勝手なふるまいに{フンガイ}する。,憤慨
351,{キソ}的な知識をおろそかにしてはならない。,基礎
352,人類の欲望は{サイゲン}なく膨らんでいく。,際限
353,{カンキュウ}を自在に操って楽器を演奏する。,緩急
354,宗教の役割が{ショウメツ}することはない。,消滅
355,ポストに大{キボ}分譲住宅地の広告が入っていた。,規模
356,敵の城壁は{ケンゴ}で、簡単には破れない。,堅固
357,現実的な対応策を{シンケン}に考える。,真剣
358,何の{ミャクラク}もない会話がひとしきり続いた。,脈絡
359,若者の{オウセイ}な食欲を満たす食糧を準備する。,旺盛
360,人情の{キビ}をしみじみと描いた映画を見る。,機微
361,仰ぎ見る御仏の顔は{スウコウ}な美しさだった。,崇高
362,実に寛大で相互{フジョ}の精神に富んだ者たち。,扶助
363,食べ物を{ソマツ}にするなと教えられた。,粗末
364,近代科学の功罪を多角的に{ソウカツ}する。,総括
365,{トロウ}に似た行為を愚かにも繰り返している。,徒労
366,オリンピックの{ユウチ}に国を挙げて取り組む。,誘致
367,調査の{カテイ}でさまざまな出会いがあった。,過程
368,難解な文を{カンゲン}して分かりやすくする。,換言
369,文字を使いこなすことは実は{ヨウイ}ではない。,容易
370,迷信は非科学的なものとして{ヨクアツ}される。,抑圧
371,自動でドアが開くように{ソウチ}を設計する。,装置
372,彼女は芸能界で成功すると私が{ホショウ}する。,保証
373,作家の{リレキ}を年代順にたどってみる。,履歴
374,ことの{カチュウ}にある時は周りが見えない。,渦中
375,流行歌は時代の精神を{ヒョウショウ}している。,表象
